customer_id,acount_id,acount_type,balance,credit_limit
C101156,A201156,Savings,456914.97,50000
C101157,A201157,Savings,124399.4,50000
C101158,A201158,Current,89734.59,205744.31
C101159,A201159,Savings,71463.21,50000
C101160,A201160,Savings,145421.24,0
C101161,A201161,Savings,94020.26,0
C101162,A201162,Savings,35912.69,0
C101163,A201163,Salary,159315.72,0
C101164,A201164,Savings,49644.02,0
C101165,A201165,Savings,73854.08,0
C101166,A201166,Premium,86172.48,226487.99
C101167,A201167,Savings,273784.8,0
C101168,A201168,Savings,27406.73,0
C101169,A201169,Salary,114796.58,50000
C101170,A201170,Savings,181528.01,0
C101171,A201171,Premium,103837.7,275660.59
C101172,A201172,Savings,180026.4,0
C101173,A201173,Savings,317827.22,0
C101174,A201174,Savings,147166.31,0
C101175,A201175,Current,181440.48,422975.78
C101176,A201176,Premium,299439.32,353212.77
C101177,A201177,Salary,184762.16,0
C101178,A201178,Current,103664.85,73970.25
C101179,A201179,Savings,169956.11,0
C101180,A201180,Salary,106422.51,50000
C101181,A201181,Salary,134958.76,0
C101182,A201182,Savings,139101.86,0
C101183,A201183,Salary,46622.78,50000
C101184,A201184,Salary,121999.83,50000
C101185,A201185,Salary,51531.33,50000
C101186,A201186,Savings,161333.99,0
C101187,A201187,Premium,1000,69891.41
C101188,A201188,Savings,176818.31,0
C101189,A201189,Salary,115887.37,0
C101190,A201190,Savings,393309.89,0
C101191,A201191,Premium,129437.81,130750.4
C101192,A201192,Savings,269508.65,0
C101193,A201193,Current,72569.5,49696.39
C101194,A201194,Savings,155548.55,0
C101195,A201195,Current,324515.35,180222.11
C101196,A201196,Premium,524646.43,966193.64
C101197,A201197,Premium,163267.53,254246.75
C101198,A201198,Savings,90476.28,0
C101199,A201199,Savings,216286.21,0
C101200,A201200,Savings,164203.14,50000
C101201,A201201,Savings,178467.58,50000
C101202,A201202,Salary,18262.51,0
C101203,A201203,Salary,167889.79,0
C101204,A201204,Savings,49420.88,0
C101205,A201205,Savings,80423.6,0
C101206,A201206,Salary,215565.7,0
C101207,A201207,Savings,126106.87,0
C101208,A201208,Savings,166546.15,0
C101209,A201209,Savings,183896.78,0
C101210,A201210,Savings,114451.57,0
C101211,A201211,Savings,131344.65,0
C101212,A201212,Premium,78430.04,206784.25
C101213,A201213,Savings,141341.34,0
C101214,A201214,Salary,201947.95,0
C101215,A201215,Current,64218.92,453644.72
C101216,A201216,Current,62422.05,192005.96
C101217,A201217,Savings,84329.94,0
C101218,A201218,Savings,79841.19,0
C101219,A201219,Savings,87448.61,0
C101220,A201220,Salary,107243.14,0
C101221,A201221,Salary,131238.54,0
C101222,A201222,Premium,213969.48,292159.59
C101223,A201223,Savings,71541.3,50000
C101224,A201224,Savings,285210.68,0
C101225,A201225,Savings,242360.99,0
C101226,A201226,Savings,50851.45,0
C101227,A201227,Savings,200416.25,0
C101228,A201228,Salary,11303.16,0
C101229,A201229,Savings,126092.56,0
C101230,A201230,Salary,83392.4,0
C101231,A201231,Savings,232194.63,50000
C101232,A201232,Savings,160935.41,0
C101233,A201233,Current,90242.65,81350.66
C101234,A201234,Savings,196645.74,50000
C101235,A201235,Premium,299909.24,351231.18
C101236,A201236,Salary,232977.47,0
C101237,A201237,Salary,278030.85,0
C101238,A201238,Premium,152714.3,137677.84
C101239,A201239,Savings,152448.17,50000
C101240,A201240,Savings,213153.52,50000
C101241,A201241,Salary,130496.39,50000
C101242,A201242,Savings,83477.5,0
C101243,A201243,Savings,321234.28,0
C101244,A201244,Savings,203080.42,50000
C101245,A201245,Savings,292699.74,0
C101246,A201246,Salary,203545.96,0
C101247,A201247,Savings,135394.27,50000
C101248,A201248,Savings,87357.8,0
C101249,A201249,Savings,347550.88,50000
C101250,A201250,Savings,156780.84,0
C101251,A201251,Salary,51872.39,0
C101252,A201252,Current,84152.9,97542.59
C101253,A201253,Savings,383182.45,0
C101254,A201254,Savings,353010.12,0
C101255,A201255,Savings,150574.85,50000
C101256,A201256,Savings,134311.39,0
C101257,A201257,Salary,11382.38,0
C101258,A201258,Savings,56956.18,0
C101259,A201259,Savings,89203.94,0
C101260,A201260,Salary,216510.69,0
C101261,A201261,Salary,98014.02,50000
C101262,A201262,Current,89126.66,215610.41
C101263,A201263,Current,114772.7,97842.52
C101264,A201264,Savings,133450.49,0
C101265,A201265,Savings,187832.67,0
C101266,A201266,Current,104294.89,110133.26
C101267,A201267,Savings,324936.14,0
C101268,A201268,Savings,181457.09,50000
C101269,A201269,Salary,121518.32,0
C101270,A201270,Salary,165884.22,0
C101271,A201271,Savings,184100.36,0
C101272,A201272,Savings,150864.22,0
C101273,A201273,Current,90359.06,160353.66
C101274,A201274,Savings,324234.11,0
C101275,A201275,Savings,160112.98,0
C101276,A201276,Salary,163698.85,50000
C101277,A201277,Savings,219755.01,0
C101278,A201278,Savings,414450.89,0
C101279,A201279,Savings,167192.58,0
C101280,A201280,Salary,82792.1,0
C101281,A201281,Salary,73839.98,0
C101282,A201282,Salary,83019.89,0
C101283,A201283,Savings,192126.29,0
C101284,A201284,Salary,133711.68,0
C101285,A201285,Salary,81891.03,0
C101286,A201286,Savings,49011.14,0
C101287,A201287,Savings,24970.54,50000
C101288,A201288,Salary,185904.85,0
C101289,A201289,Premium,110017.39,398069.01
C101290,A201290,Premium,168803.49,139367.82
C101291,A201291,Savings,328207.2,0
C101292,A201292,Premium,180465.98,428346.06
C101293,A201293,Savings,124101.38,50000
C101294,A201294,Savings,82559.77,50000
C101295,A201295,Premium,298728.73,619588.97
C101296,A201296,Salary,109008.65,0
C101297,A201297,Salary,69914.31,0
C101298,A201298,Salary,146180.37,50000
C101299,A201299,Salary,112174.98,0
C101300,A201300,Savings,43899.36,0
C101301,A201301,Premium,144475.66,275217.98
C101302,A201302,Premium,235190.5,303579.4
C101303,A201303,Savings,128091.67,0
C101304,A201304,Savings,285355.77,0
C101305,A201305,Savings,94032.72,50000
C101306,A201306,Salary,202031.76,0
C101307,A201307,Salary,276217.64,50000
C101308,A201308,Premium,105107.9,200348.39
C101309,A201309,Savings,300673.71,0
C101310,A201310,Salary,154066.93,0
C101311,A201311,Salary,106197.37,0
C101312,A201312,Savings,59093.6,50000
C101313,A201313,Current,137794.85,180587.53
C101314,A201314,Current,124818.81,123246.13
C101315,A201315,Salary,100186.87,0
C101316,A201316,Salary,114152.17,50000
C101317,A201317,Salary,95239.08,0
C101318,A201318,Savings,94241.22,50000
C101319,A201319,Savings,225081.37,0
C101320,A201320,Salary,286625.52,0
C101321,A201321,Savings,234886.43,0
C101322,A201322,Savings,105768.38,0
C101323,A201323,Savings,304910.46,0
C101324,A201324,Savings,129310.79,0
C101325,A201325,Salary,233754.23,0
C101326,A201326,Salary,176437.48,0
C101327,A201327,Current,187529.87,73342.76
C101328,A201328,Salary,105625.52,0
C101329,A201329,Savings,218482.64,0
C101330,A201330,Savings,221450.62,0
C101331,A201331,Salary,174936.96,50000
C101332,A201332,Savings,111072.92,0
C101333,A201333,Savings,230996.74,0
C101334,A201334,Salary,179552.84,0
C101335,A201335,Savings,116830.16,0
C101336,A201336,Savings,158004.3,0
C101337,A201337,Savings,115085.02,0
C101338,A201338,Premium,196748.26,299989.52
C101339,A201339,Savings,288770.89,50000
C101340,A201340,Savings,94295.09,50000
C101341,A201341,Salary,115659.72,0
C101342,A201342,Salary,257869.67,0
C101343,A201343,Current,449734.77,620141.36
C101344,A201344,Savings,105464.8,0
C101345,A201345,Savings,124860.19,50000
C101346,A201346,Savings,109462.98,50000
C101347,A201347,Current,36871.56,285885.39
C101348,A201348,Current,78245.39,132215.18
C101349,A201349,Savings,19996.56,0
C101350,A201350,Current,18475.64,176133.88
C101351,A201351,Current,246376.29,281686.28
C101352,A201352,Premium,163015.9,174320.92
C101353,A201353,Current,102924.55,118681.37
C101354,A201354,Current,157909.75,210889.51
C101355,A201355,Salary,9639.6,0
C101356,A201356,Savings,118226.39,0
C101357,A201357,Savings,113744.73,50000
C101358,A201358,Salary,211863.78,0
C101359,A201359,Savings,146372.06,50000
C101360,A201360,Savings,176192.07,0
C101361,A201361,Salary,186249.54,0
C101362,A201362,Current,228786.77,206678.86
C101363,A201363,Salary,93979.74,0
C101364,A201364,Salary,127271.77,50000
C101365,A201365,Savings,54955.84,0
C101366,A201366,Salary,184042.1,0
C101367,A201367,Premium,215943.98,247063.27
C101368,A201368,Savings,171787.24,0
C101369,A201369,Salary,211081.93,0
C101370,A201370,Current,131232.18,190302.59
C101371,A201371,Savings,177112.25,0
C101372,A201372,Savings,300431.44,0
C101373,A201373,Savings,270691.86,0
C101374,A201374,Savings,167321.76,0
C101375,A201375,Current,136207.53,213663.57
C101376,A201376,Premium,188350.91,169510.88
C101377,A201377,Savings,90012.16,0
C101378,A201378,Savings,266005.69,0
C101379,A201379,Current,94812.36,114938.54
C101380,A201380,Premium,212736.85,206918.82
C101381,A201381,Current,262964.39,162151.26
C101382,A201382,Salary,184329.91,0
C101383,A201383,Salary,73516.62,50000
C101384,A201384,Current,174447.83,171071.31
C101385,A201385,Savings,52660.77,0
C101386,A201386,Savings,245522.55,0
C101387,A201387,Savings,50573.39,0
C101388,A201388,Savings,5132.95,50000
C101389,A201389,Savings,193201.72,0
C101390,A201390,Current,317357.67,262858.87
C101391,A201391,Savings,51103.89,0
C101392,A201392,Savings,108780.27,0
C101393,A201393,Salary,216348.12,0
C101394,A201394,Savings,208516.22,0
C101395,A201395,Savings,169169.02,0
C101396,A201396,Premium,210216.03,179414.54
C101397,A201397,Savings,88882.56,0
C101398,A201398,Savings,106721.41,0
C101399,A201399,Savings,50819.61,50000
C101400,A201400,Salary,99371.87,0
C101401,A201401,Current,194812.71,580130.32
C101402,A201402,Savings,210090.18,50000
C101403,A201403,Current,66240.42,204517.05
C101404,A201404,Savings,54588.05,0
C101405,A201405,Savings,26124.18,50000
C101406,A201406,Salary,88856.26,50000
C101407,A201407,Savings,79758.5,0
C101408,A201408,Savings,484789.11,50000
C101409,A201409,Savings,466453.92,0
C101410,A201410,Premium,230093.35,390456.56
C101411,A201411,Premium,199135.86,167009.08
C101412,A201412,Salary,77073.94,50000
C101413,A201413,Salary,330600.61,50000
C101414,A201414,Current,263060.82,387827.46
C101415,A201415,Salary,94965.77,50000
C101416,A201416,Savings,164870.71,0
C101417,A201417,Current,185117.43,442149.45
C101418,A201418,Salary,86676.81,0
C101419,A201419,Premium,139278.98,132695.61
C101420,A201420,Savings,115058.2,0
C101421,A201421,Savings,383532.14,0
C101422,A201422,Premium,175815.82,228475.89
C101423,A201423,Current,203855.25,431190.45
C101424,A201424,Premium,67305.34,168658.23
C101425,A201425,Salary,243019.15,0
C101426,A201426,Salary,178964.15,50000
C101427,A201427,Savings,112919.94,0
C101428,A201428,Savings,63105.1,0
C101429,A201429,Current,57738.48,334409.41
C101430,A201430,Salary,141946.37,0
C101431,A201431,Salary,89498.63,0
C101432,A201432,Savings,259588.72,0
C101433,A201433,Salary,92944.61,0
C101434,A201434,Salary,14206.95,0
C101435,A201435,Premium,98382.74,429914.41
C101436,A201436,Savings,257853.99,0
C101437,A201437,Savings,85160.82,0
C101438,A201438,Savings,109130.01,0
C101439,A201439,Savings,77307.32,50000
C101440,A201440,Premium,88792.02,73950.49
C101441,A201441,Savings,283855.82,0
C101442,A201442,Premium,26137.05,199213.76
C101443,A201443,Premium,189324.9,136513.61
C101444,A201444,Savings,150339.89,0
C101445,A201445,Salary,124507.53,0
C101446,A201446,Savings,284100.88,0
C101447,A201447,Salary,103815.63,50000
C101448,A201448,Savings,159006.02,50000
C101449,A201449,Premium,108994.48,56807.82
C101450,A201450,Current,105484.81,220683.8
C101451,A201451,Salary,127118.52,0
C101452,A201452,Salary,190272.5,0
C101453,A201453,Current,329329.54,168502.02
C101454,A201454,Savings,79371.91,0
C101455,A201455,Savings,281145.93,0
C101456,A201456,Savings,162044.82,50000
C101457,A201457,Salary,185513.05,0
C101458,A201458,Savings,228043.04,0
C101459,A201459,Premium,242189.6,135289.74
C101460,A201460,Salary,91891.07,0
C101461,A201461,Savings,77310.49,50000
C101462,A201462,Savings,144132.91,50000
C101463,A201463,Premium,89212.38,270259.16
C101464,A201464,Savings,139578.83,0
C101465,A201465,Savings,136330.14,0
C101466,A201466,Savings,93289.14,0
C101467,A201467,Premium,170327.46,382679.51
C101468,A201468,Current,41975.69,281274.73
C101469,A201469,Savings,1000,50000
C101470,A201470,Savings,135173.54,0
C101471,A201471,Savings,185812.27,0
C101472,A201472,Savings,87754.43,0
C101473,A201473,Salary,206582.42,0
C101474,A201474,Current,38681.18,113603.86
C101475,A201475,Salary,112253.17,50000
C101476,A201476,Savings,90784.8,0
C101477,A201477,Current,141365.01,179438.71
C101478,A201478,Savings,149204.9,0
C101479,A201479,Salary,71500.98,0
C101480,A201480,Salary,177178.14,0
C101481,A201481,Savings,114248.26,0
C101482,A201482,Savings,15934.93,0
C101483,A201483,Salary,60091.58,0
C101484,A201484,Savings,154622.28,0
C101485,A201485,Current,226561.82,136543.35
C101486,A201486,Current,170658.37,267332.97
C101487,A201487,Savings,54006.21,50000
C101488,A201488,Current,219011.73,281527.89
C101489,A201489,Current,117720.32,278690.61
C101490,A201490,Current,100604.72,124451.53
C101491,A201491,Savings,121567.73,0
C101492,A201492,Salary,121327.71,0
C101493,A201493,Savings,417297.75,0
C101494,A201494,Savings,68296.89,50000
C101495,A201495,Savings,178590.83,0
C101496,A201496,Salary,96825.19,0
C101497,A201497,Savings,102481,0
C101498,A201498,Salary,207909.03,0
C101499,A201499,Current,77134.72,112434.89
C101500,A201500,Salary,41302.37,0
C101501,A201501,Current,111054.02,350359.94
C101502,A201502,Current,79864.16,150876.2
C101503,A201503,Salary,161835.79,50000
C101504,A201504,Current,244471.74,415829.74
C101505,A201505,Salary,121046.83,0
C101506,A201506,Savings,99205.81,0
C101507,A201507,Savings,265577.1,50000
C101508,A201508,Salary,406014.34,0
C101509,A201509,Salary,219126.41,0
C101510,A201510,Salary,147398.91,0
C101511,A201511,Current,57110.53,226483.63
C101512,A201512,Premium,232980.19,294258.39
C101513,A201513,Savings,146421.93,0
C101514,A201514,Savings,232625.09,0
C101515,A201515,Savings,126839.59,0
C101516,A201516,Premium,156261.24,294506.37
C101517,A201517,Savings,119122.71,0
C101518,A201518,Salary,155334.19,0
C101519,A201519,Savings,295859.08,50000
C101520,A201520,Savings,164041.13,50000
C101521,A201521,Current,273267.7,221040.14
C101522,A201522,Current,183505.93,326634.22
C101523,A201523,Savings,125283.54,0
C101524,A201524,Savings,265090.57,50000
C101525,A201525,Savings,112705.66,50000
C101526,A201526,Current,159243.95,162890.46
C101527,A201527,Savings,191600.55,0
C101528,A201528,Current,246066.02,260014.06
C101529,A201529,Savings,172067.6,0
C101530,A201530,Current,202628.66,538440.61
C101531,A201531,Savings,67936.8,50000
C101532,A201532,Savings,145066.52,0
C101533,A201533,Savings,183374.21,0
C101534,A201534,Salary,85111.18,50000
C101535,A201535,Current,91251.79,317225.68
C101536,A201536,Premium,39086,161350.19
C101537,A201537,Premium,77452.56,134205.18
C101538,A201538,Salary,164376.25,0
C101539,A201539,Salary,43310.25,0
C101540,A201540,Current,113508.75,111840.29
C101541,A201541,Salary,36658.04,50000
C101542,A201542,Current,233536.31,332432.82
C101543,A201543,Savings,177451.84,0
C101544,A201544,Savings,136357.93,0
C101545,A201545,Current,26444.99,448603.09
C101546,A201546,Salary,93430.75,0
C101547,A201547,Savings,138017.41,0
C101548,A201548,Savings,165083.36,50000
C101549,A201549,Savings,128356.04,0
C101550,A201550,Premium,163638.86,84915.55
C101551,A201551,Savings,193452.59,50000
C101552,A201552,Current,181540.81,409855.63
C101553,A201553,Premium,114911.09,304988.99
C101554,A201554,Savings,144529.65,0
C101555,A201555,Salary,162786.33,0
C101556,A201556,Salary,59010.68,0
C101557,A201557,Savings,85503.07,0
C101558,A201558,Savings,342608.43,0
C101559,A201559,Savings,57694.86,0
C101560,A201560,Savings,370754.16,0
C101561,A201561,Premium,219777.26,281253.6
C101562,A201562,Savings,169054.01,0
C101563,A201563,Premium,182993.97,67045.7
C101564,A201564,Savings,146836.04,0
C101565,A201565,Premium,199354.13,325708.38
C101566,A201566,Savings,157549.11,0
C101567,A201567,Current,239417.32,216323.84
C101568,A201568,Savings,106398.09,50000
C101569,A201569,Savings,131264.07,0
C101570,A201570,Savings,254465.69,0
C101571,A201571,Savings,110938.51,0
C101572,A201572,Savings,112020.66,0
C101573,A201573,Current,158797.11,203548.1
C101574,A201574,Savings,75642.21,0
C101575,A201575,Salary,108579.66,0
C101576,A201576,Salary,108721.89,0
C101577,A201577,Salary,157471.53,0
C101578,A201578,Salary,102253.91,0
C101579,A201579,Salary,243521.36,50000
C101580,A201580,Savings,122372.87,50000
C101581,A201581,Savings,228806.89,50000
C101582,A201582,Current,118803.42,142426.58
C101583,A201583,Current,96803.03,273617.07
C101584,A201584,Savings,81286.41,0
C101585,A201585,Current,253449.51,183854.29
C101586,A201586,Savings,235077.8,0
C101587,A201587,Savings,49656.9,50000
C101588,A201588,Salary,101520.45,0
C101589,A201589,Savings,68882.83,0
C101590,A201590,Savings,137255.85,0
C101591,A201591,Savings,205485.92,0
C101592,A201592,Savings,152020.68,50000
C101593,A201593,Savings,148777.89,0
C101594,A201594,Savings,131897.5,0
C101595,A201595,Savings,132427.92,50000
C101596,A201596,Savings,88277.14,0
C101597,A201597,Savings,66834.07,0
C101598,A201598,Savings,427951.25,0
C101599,A201599,Savings,112414.21,0
C101600,A201600,Salary,213047.99,0
C101601,A201601,Current,93401.65,46959.43
C101602,A201602,Current,284629.95,777808.45
C101603,A201603,Current,128776.29,411618.66
C101604,A201604,Savings,155453.71,0
C101605,A201605,Premium,47990.75,127615.86
C101606,A201606,Savings,189056.93,50000
C101607,A201607,Savings,126505.14,0
C101608,A201608,Savings,148010.47,50000
C101609,A201609,Salary,118788.22,0
C101610,A201610,Premium,43718.37,64530.99
C101611,A201611,Salary,140189.44,0
C101612,A201612,Savings,151877.69,0
C101613,A201613,Premium,67477.41,126803.06
C101614,A201614,Savings,40915,0
C101615,A201615,Salary,133216.67,0
C101616,A201616,Premium,149310.85,290000.97
C101617,A201617,Salary,332393.8,50000
C101618,A201618,Savings,189727.54,50000
C101619,A201619,Salary,66150.03,0
C101620,A201620,Savings,105314.66,0
C101621,A201621,Savings,70510.75,0
C101622,A201622,Salary,143860.59,0
C101623,A201623,Savings,202865.84,0
C101624,A201624,Savings,91995.3,0
C101625,A201625,Current,318756.33,796650.18
C101626,A201626,Current,93515.49,137853.55
C101627,A201627,Savings,148278.07,50000
C101628,A201628,Savings,189419.13,50000
C101629,A201629,Salary,144762.16,0
C101630,A201630,Savings,158306.46,0
C101631,A201631,Current,131258.32,128166.46
C101632,A201632,Premium,93280.84,296106.27
C101633,A201633,Current,179077.71,314347.05
C101634,A201634,Savings,133547.64,50000
C101635,A201635,Savings,29596.43,50000
C101636,A201636,Current,249896.39,150709.52
C101637,A201637,Salary,194252.54,0
C101638,A201638,Current,236195.39,247543.69
C101639,A201639,Savings,129587.75,50000
C101640,A201640,Savings,103386.3,50000
C101641,A201641,Savings,111211.05,0
C101642,A201642,Salary,30485.79,0
C101643,A201643,Current,49011.55,113534.76
C101644,A201644,Savings,191794.88,0
C101645,A201645,Salary,449149.08,0
C101646,A201646,Current,208916.37,525944.5
C101647,A201647,Salary,166717.03,0
C101648,A201648,Savings,81631.24,50000
C101649,A201649,Savings,93550.17,0
C101650,A201650,Savings,153906.81,0
C101651,A201651,Salary,119182.62,0
C101652,A201652,Salary,338252.63,50000
C101653,A201653,Salary,208349.87,0
C101654,A201654,Savings,226767.28,0
C101655,A201655,Current,102251.57,60068.64
C101656,A201656,Savings,152946.96,0
C101657,A201657,Salary,159013.08,0
C101658,A201658,Savings,207170.73,0
C101659,A201659,Savings,158888.08,50000
C101660,A201660,Savings,167144.47,0
C101661,A201661,Savings,90000.02,0
C101662,A201662,Savings,256849.55,50000
C101663,A201663,Savings,259343.92,0
C101664,A201664,Savings,68035.29,0
C101665,A201665,Savings,285829.48,0
C101666,A201666,Salary,87628.15,50000
C101667,A201667,Savings,269667.31,0
C101668,A201668,Premium,350695.03,668349.94
C101669,A201669,Salary,208798.46,0
C101670,A201670,Savings,1000,0
C101671,A201671,Savings,44320.23,0
C101672,A201672,Savings,207006.97,0
C101673,A201673,Current,110577.59,124606.01
C101674,A201674,Current,256009.92,110956.04
C101675,A201675,Savings,155654.78,50000
C101676,A201676,Savings,222575.41,0
C101677,A201677,Current,219294.45,340697.69
C101678,A201678,Savings,67589,0
C101679,A201679,Premium,195648.9,467234.46
C101680,A201680,Savings,366214.23,50000
C101681,A201681,Savings,209536.37,0
C101682,A201682,Savings,156645.34,0
C101683,A201683,Current,90537.86,64344.55
C101684,A201684,Savings,198211.76,0
C101685,A201685,Savings,205181.11,0
C101686,A201686,Savings,263886.21,50000
C101687,A201687,Savings,235228.55,0
C101688,A201688,Current,382175.93,516947.3
C101689,A201689,Savings,198172.72,50000
C101690,A201690,Salary,105513.35,50000
C101691,A201691,Savings,25217.93,50000
C101692,A201692,Savings,243255.8,0
C101693,A201693,Salary,112281.73,0
C101694,A201694,Current,114437.65,49760.81
C101695,A201695,Salary,71150.79,0
C101696,A201696,Savings,87921.95,0
C101697,A201697,Premium,156244.24,189254.64
C101698,A201698,Savings,94723.36,50000
C101699,A201699,Savings,134173.73,50000
C101700,A201700,Savings,182575.13,0
C101701,A201701,Savings,53948.43,50000
C101702,A201702,Salary,226366.85,0
C101703,A201703,Savings,265350.61,0
C101704,A201704,Premium,54846.34,152289.92
C101705,A201705,Savings,77684.9,0
C101706,A201706,Current,98051.85,266483.14
C101707,A201707,Salary,144994.12,50000
C101708,A201708,Salary,168323.83,50000
C101709,A201709,Savings,154138.44,0
C101710,A201710,Premium,44450.96,254733.9
C101711,A201711,Premium,82830.02,342825.47
C101712,A201712,Premium,62048.31,129673.89
C101713,A201713,Salary,294959.91,0
C101714,A201714,Salary,84569.07,50000
C101715,A201715,Current,198215.86,161575.36
C101716,A201716,Salary,311489.67,50000
C101717,A201717,Current,99291.97,195166.81
C101718,A201718,Current,208328.64,337002.54
C101719,A201719,Current,184052.92,622741.35
C101720,A201720,Premium,103569.92,47947.41
C101721,A201721,Savings,78256.98,0
C101722,A201722,Salary,192490.23,50000
C101723,A201723,Savings,132569.58,0
C101724,A201724,Savings,137604.92,0
C101725,A201725,Savings,146757.08,0
C101726,A201726,Savings,265246.9,0
C101727,A201727,Premium,17845.61,71381.03
C101728,A201728,Savings,138114.29,50000
C101729,A201729,Salary,170634.49,50000
C101730,A201730,Savings,207210.06,0
C101731,A201731,Premium,146896.74,197048.45
C101732,A201732,Salary,187504.67,50000
C101733,A201733,Savings,156637.5,0
C101734,A201734,Savings,83069.93,0
C101735,A201735,Savings,74265.98,0
C101736,A201736,Savings,191918.61,50000
C101737,A201737,Savings,134997.74,50000
C101738,A201738,Premium,232584.33,437755.82
C101739,A201739,Salary,159667.98,0
C101740,A201740,Savings,186843.07,50000
C101741,A201741,Premium,66879.19,194831.82
C101742,A201742,Savings,165707,0
C101743,A201743,Savings,58807.42,0
C101744,A201744,Current,235485.79,100640.37
C101745,A201745,Savings,493585.18,0
C101746,A201746,Savings,133834.09,0
C101747,A201747,Savings,65126.83,0
C101748,A201748,Salary,167789.46,0
C101749,A201749,Premium,86913.73,142085.74
C101750,A201750,Current,147472.58,116109.5
C101751,A201751,Current,59252.8,176049.34
C101752,A201752,Current,77243.95,199435.55
C101753,A201753,Savings,133649.36,0
C101754,A201754,Salary,115598.23,0
C101755,A201755,Current,174068.1,85587.82
C101756,A201756,Savings,150963.64,50000
C101757,A201757,Savings,391514.56,0
C101758,A201758,Premium,116902.35,104194.58
C101759,A201759,Savings,118631.81,0
C101760,A201760,Premium,90921.34,115027.78
C101761,A201761,Savings,133465.98,50000
C101762,A201762,Salary,134572.1,0
C101763,A201763,Savings,128957.57,0
C101764,A201764,Salary,117325.38,0
C101765,A201765,Current,223219.02,170350.6
C101766,A201766,Savings,287920.48,0
C101767,A201767,Savings,166597.67,0
C101768,A201768,Savings,148992.73,0
C101769,A201769,Salary,356569.61,50000
C101770,A201770,Salary,202424.82,0
C101771,A201771,Salary,34195.17,50000
C101772,A201772,Savings,172497.03,50000
C101773,A201773,Current,107498.09,142879.97
C101774,A201774,Premium,218772.65,445281.57
C101775,A201775,Salary,55355.19,50000
C101776,A201776,Savings,319354.99,0
C101777,A201777,Salary,136244.38,0
C101778,A201778,Salary,65085.59,0
C101779,A201779,Current,73465.83,282072.85
C101780,A201780,Savings,84102.96,0
C101781,A201781,Savings,313369.48,0
C101782,A201782,Premium,151103.18,268191.93
C101783,A201783,Savings,52863.74,0
C101784,A201784,Savings,183030.52,50000
C101785,A201785,Salary,133451.8,50000
C101786,A201786,Salary,112146.76,0
C101787,A201787,Premium,118991.26,293525.85
C101788,A201788,Savings,145196.94,0
C101789,A201789,Salary,221696.46,0
C101790,A201790,Savings,179863.97,0
C101791,A201791,Savings,298203.77,0
C101792,A201792,Savings,304472.44,0
C101793,A201793,Current,30655.55,146533.73
C101794,A201794,Salary,177357.64,0
C101795,A201795,Savings,202899.65,50000
C101796,A201796,Savings,228173.57,0
C101797,A201797,Current,101957.29,101331.81
C101798,A201798,Savings,77536.36,0
C101799,A201799,Savings,117949.72,0
C101800,A201800,Current,61402.48,162973.35
C101801,A201801,Savings,124449.35,50000
C101802,A201802,Savings,25633.14,0
C101803,A201803,Current,91901.56,292650.11
C101804,A201804,Savings,283584.78,0
C101805,A201805,Salary,317560.12,0
C101806,A201806,Current,248140.93,144997.89
C101807,A201807,Savings,178077.73,0
C101808,A201808,Current,192382.98,212383.15
C101809,A201809,Savings,222225.59,50000
C101810,A201810,Salary,205113.31,50000
C101811,A201811,Salary,247003.47,0
C101812,A201812,Premium,133069.89,370400.27
C101813,A201813,Premium,177886.34,161836.03
C101814,A201814,Current,85132.43,105134.22
C101815,A201815,Current,144115.42,485165.08
C101816,A201816,Savings,40237.84,0
C101817,A201817,Salary,117351.38,50000
C101818,A201818,Savings,277427.02,0
C101819,A201819,Current,155352.77,350262.82
C101820,A201820,Savings,183154,50000
C101821,A201821,Savings,45387.43,0
C101822,A201822,Savings,127903.85,0
C101823,A201823,Savings,103554.22,0
C101824,A201824,Savings,152203.35,50000
C101825,A201825,Savings,207923.89,50000
C101826,A201826,Savings,364346.36,0
C101827,A201827,Savings,340963.63,50000
C101828,A201828,Savings,86350.68,0
C101829,A201829,Current,83697.34,229566.79
C101830,A201830,Salary,54314.82,0
C101831,A201831,Current,113082.48,413979.28
C101832,A201832,Savings,100214.6,50000
C101833,A201833,Savings,116163.24,50000
C101834,A201834,Savings,94171.13,0
C101835,A201835,Premium,46555.37,127920.7
C101836,A201836,Savings,102515.91,0
C101837,A201837,Salary,84769.4,0
C101838,A201838,Savings,115893.99,0
C101839,A201839,Savings,80991.22,0
C101840,A201840,Salary,253899.86,50000
C101841,A201841,Savings,260532.77,0
C101842,A201842,Savings,187697.34,0
C101843,A201843,Premium,24792.8,147069.47
C101844,A201844,Savings,333778.87,0
C101845,A201845,Current,266993.07,257647.54
C101846,A201846,Savings,18283.63,0
C101847,A201847,Premium,168162.14,135630.39
C101848,A201848,Salary,157977.22,0
C101849,A201849,Savings,54084.68,0
C101850,A201850,Premium,169000.62,469749.39
C101851,A201851,Savings,157011.56,50000
C101852,A201852,Savings,339131.65,0
C101853,A201853,Current,110778.33,158092.42
C101854,A201854,Salary,142828.99,0
C101855,A201855,Salary,261148.35,0
C101856,A201856,Current,194844.54,255731.37
C101857,A201857,Savings,220709.23,50000
C101858,A201858,Premium,96045.47,77961.14
C101859,A201859,Salary,107549.06,0
C101860,A201860,Salary,169521.87,0
