customer_id,monthly_txn_avg,last_transaction_date,complaint_count,login_frequency_monthly,churn_probability,churn_flag,Risk_Segment
C101178,1.1,03-06-2026,1,9,0.135,No,Medium Risk
C101179,0.9,27-05-2026,1,13,0.135,No,Medium Risk
C101180,0.7,04-06-2026,1,2,0.17,No,Medium Risk
C101181,0.8,27-04-2026,3,4,0.16,No,Medium Risk
C101182,1,06-06-2026,2,9,0.16,No,Medium Risk
C101183,0.9,25-06-2026,0,7,0.135,No,Low Risk
C101184,1,07-06-2026,1,13,0.135,Yes,Medium Risk
C101185,1.3,20-06-2026,1,11,0.135,No,Medium Risk
C101186,1.2,16-06-2026,0,7,0.135,No,Low Risk
C101187,0.7,25-06-2026,0,12,0.135,No,Low Risk
C101188,0.6,10-06-2026,0,8,0.135,No,Low Risk
C101189,0.9,03-03-2026,3,12,0.185,Yes,Medium Risk
C101190,1.1,30-06-2026,3,13,0.16,No,Medium Risk
C101191,1.1,01-05-2026,1,8,0.135,No,Medium Risk
C101192,0.7,05-04-2026,0,11,0.135,No,Low Risk
C101193,1.2,27-06-2026,0,7,0.135,No,Low Risk
C101194,1.2,15-04-2026,0,12,0.135,No,Low Risk
C101195,1.1,29-06-2026,2,6,0.16,No,Medium Risk
C101196,0.9,22-06-2026,1,0,0.17,Yes,Medium Risk
C101197,1.2,26-06-2026,0,9,0.135,No,Low Risk
C101198,0.8,08-06-2026,0,14,0.135,No,Low Risk
C101199,0.6,29-06-2026,0,14,0.135,No,Low Risk
C101200,0.8,21-06-2026,1,12,0.135,No,Medium Risk
C101201,1,19-05-2026,1,14,0.135,No,Medium Risk
C101202,1.1,21-06-2026,1,11,0.135,No,Medium Risk
C101203,0.9,07-06-2026,2,7,0.16,No,Medium Risk
C101204,0.9,20-06-2026,0,3,0.17,No,Low Risk
C101205,0.8,17-04-2026,0,0,0.17,No,Low Risk
C101206,0.8,23-05-2026,0,9,0.135,No,Low Risk
C101207,0.8,25-06-2026,2,11,0.16,Yes,Medium Risk
C101208,1,17-05-2026,1,5,0.135,No,Medium Risk
C101209,1.1,02-05-2026,2,8,0.16,No,Medium Risk
C101210,1.1,08-05-2026,1,13,0.135,No,Medium Risk
C101211,0.8,11-05-2026,0,11,0.135,No,Low Risk
C101212,0.7,15-06-2026,1,7,0.135,No,Medium Risk
C101213,1,03-05-2026,1,6,0.135,No,Medium Risk
C101214,1,23-06-2026,1,13,0.135,No,Medium Risk
C101215,0.7,04-06-2026,0,8,0.135,No,Low Risk
C101216,0.8,20-05-2026,0,14,0.135,No,Low Risk
C101217,1.1,06-06-2026,0,0,0.17,No,Low Risk
C101218,0.9,23-06-2026,3,5,0.16,No,Medium Risk
C101219,0.7,28-06-2026,1,16,0.135,No,Medium Risk
C101220,1.1,01-06-2026,1,10,0.135,Yes,Medium Risk
C101221,0.9,06-06-2026,3,7,0.16,No,Medium Risk
C101222,0.8,27-06-2026,2,14,0.16,No,Medium Risk
C101223,0.8,27-04-2026,0,15,0.135,No,Low Risk
C101224,1.1,11-05-2026,0,13,0.135,No,Low Risk
C101225,0.8,01-05-2026,0,14,0.135,No,Low Risk
C101226,1.1,20-04-2026,0,14,0.135,No,Low Risk
C101227,0.9,25-06-2026,0,5,0.135,Yes,Low Risk
C101228,0.9,24-05-2026,1,8,0.135,No,Medium Risk
C101229,0.7,14-04-2026,0,11,0.135,No,Low Risk
C101230,0.7,12-05-2026,0,11,0.135,No,Low Risk
C101231,0.8,30-06-2026,1,5,0.135,Yes,Medium Risk
C101232,0.9,21-06-2026,0,6,0.135,No,Low Risk
C101233,0.9,25-06-2026,2,10,0.16,No,Medium Risk
C101234,0.9,22-06-2026,1,14,0.135,No,Medium Risk
C101235,0.9,21-06-2026,0,7,0.135,Yes,Low Risk
C101236,0.9,27-03-2026,2,7,0.185,Yes,Medium Risk
C101237,0.8,04-05-2026,2,11,0.16,No,Medium Risk
C101238,0.7,09-05-2026,0,14,0.135,No,Low Risk
C101239,0.8,25-04-2026,0,2,0.17,No,Low Risk
C101240,0.9,23-06-2026,1,6,0.135,No,Medium Risk
C101241,0.9,16-04-2026,1,4,0.135,No,Medium Risk
C101242,1.1,27-06-2026,1,13,0.135,No,Medium Risk
C101243,1.1,09-06-2026,0,9,0.135,No,Low Risk
C101244,0.5,30-04-2026,0,11,0.135,No,Low Risk
C101245,1,28-05-2026,1,7,0.135,Yes,Medium Risk
C101246,0.9,10-05-2026,0,11,0.135,No,Low Risk
C101247,1.3,14-05-2026,3,10,0.16,No,Medium Risk
C101248,0.5,08-04-2026,2,9,0.16,No,Medium Risk
C101249,0.9,01-05-2026,1,14,0.135,No,Medium Risk
C101250,0.8,14-06-2026,0,8,0.135,No,Low Risk
C101251,0.8,06-05-2026,4,8,0.16,No,Medium Risk
C101252,0.7,17-06-2026,1,8,0.135,No,Medium Risk
C101253,0.8,20-06-2026,0,7,0.135,Yes,Low Risk
C101254,0.8,20-05-2026,0,9,0.135,No,Low Risk
C101255,1,11-06-2026,1,4,0.135,No,Medium Risk
C101256,1,29-06-2026,1,9,0.135,Yes,Medium Risk
C101257,0.7,22-06-2026,0,12,0.135,No,Low Risk
C101258,1,26-06-2026,0,7,0.135,No,Low Risk
C101259,1.1,28-05-2026,0,12,0.135,No,Low Risk
C101260,0.8,23-05-2026,1,19,0.135,No,Medium Risk
C101261,0.7,19-01-2026,1,10,0.16,No,Medium Risk
C101262,0.7,08-06-2026,1,12,0.135,No,Medium Risk
C101263,1.1,27-06-2026,1,11,0.135,No,Medium Risk
C101264,0.8,29-06-2026,1,8,0.135,No,Medium Risk
C101265,0.9,06-06-2026,3,10,0.16,No,Medium Risk
C101266,0.6,12-06-2026,3,10,0.16,No,Medium Risk
C101267,0.8,11-05-2026,2,13,0.16,No,Medium Risk
C101268,1.1,25-04-2026,1,7,0.135,No,Medium Risk
C101269,0.4,18-05-2026,0,6,0.135,No,Low Risk
C101270,0.8,23-06-2026,1,14,0.135,No,Medium Risk
C101271,0.7,26-06-2026,0,3,0.17,No,Low Risk
C101272,1.3,26-06-2026,1,6,0.135,No,Medium Risk
C101273,1.2,13-06-2026,1,7,0.135,Yes,Medium Risk
C101274,0.8,19-05-2026,1,4,0.135,No,Medium Risk
C101275,0.6,04-04-2026,0,15,0.135,No,Low Risk
C101276,0.7,24-06-2026,0,5,0.135,No,Low Risk
C101277,1,11-04-2026,2,4,0.16,Yes,Medium Risk
C101278,0.7,16-03-2026,1,10,0.16,No,Medium Risk
C101279,0.8,24-06-2026,4,14,0.16,No,Medium Risk
C101280,1.1,14-05-2026,1,11,0.135,No,Medium Risk
C101281,0.8,18-06-2026,1,3,0.17,No,Medium Risk
C101282,0.8,27-05-2026,3,8,0.16,Yes,Medium Risk
C101283,0.7,08-01-2026,2,14,0.185,Yes,Medium Risk
C101284,0.7,30-06-2026,1,14,0.135,No,Medium Risk
C101285,0.8,15-01-2026,0,16,0.16,Yes,Low Risk
C101286,0.9,06-02-2026,0,12,0.16,No,Low Risk
C101287,1,29-06-2026,1,9,0.135,No,Medium Risk
C101288,1.1,01-04-2026,1,12,0.135,No,Medium Risk
C101289,0.9,09-04-2026,3,15,0.16,No,Medium Risk
C101290,0.8,08-02-2026,2,13,0.185,Yes,Medium Risk
C101291,1.3,17-05-2026,4,12,0.16,No,Medium Risk
C101292,1.1,27-06-2026,1,13,0.135,No,Medium Risk
C101293,0.8,14-06-2026,1,11,0.135,No,Medium Risk
C101294,1.1,05-06-2026,1,10,0.135,No,Medium Risk
C101295,1.1,07-06-2026,1,15,0.135,No,Medium Risk
C101296,1.3,23-06-2026,1,5,0.135,Yes,Medium Risk
C101297,0.7,29-06-2026,3,5,0.16,No,Medium Risk
C101298,1.2,04-06-2026,0,1,0.17,No,Low Risk
C101299,0.7,18-04-2026,0,16,0.135,No,Low Risk
C101300,0.7,03-03-2026,0,11,0.16,Yes,Low Risk
C101301,0.8,10-06-2026,0,12,0.135,No,Low Risk
C101302,0.8,11-04-2026,0,12,0.135,No,Low Risk
C101303,0.6,30-03-2026,1,19,0.16,No,Medium Risk
C101304,1.2,03-06-2026,3,13,0.16,No,Medium Risk
C101305,0.7,27-05-2026,0,7,0.135,No,Low Risk
C101306,1,16-06-2026,1,1,0.17,No,Medium Risk
C101307,0.8,20-03-2026,2,7,0.185,No,Medium Risk
C101308,0.9,17-06-2026,1,7,0.135,Yes,Medium Risk
C101309,1.1,22-06-2026,3,5,0.16,No,Medium Risk
C101310,1.1,10-04-2026,1,7,0.135,No,Medium Risk
C101311,0.9,27-06-2026,0,16,0.135,No,Low Risk
C101312,0.9,25-06-2026,0,7,0.135,No,Low Risk
C101313,0.8,05-05-2026,1,10,0.135,No,Medium Risk
C101314,0.8,16-06-2026,0,9,0.135,No,Low Risk
C101315,0.7,25-05-2026,0,7,0.135,Yes,Low Risk
C101316,1,03-06-2026,1,8,0.135,No,Medium Risk
C101317,0.7,04-05-2026,0,5,0.135,No,Low Risk
C101318,1,28-05-2026,0,14,0.135,No,Low Risk
C101319,0.9,24-06-2026,0,13,0.135,No,Low Risk
C101320,0.8,29-06-2026,0,9,0.135,No,Low Risk
C101321,0.7,22-05-2026,0,9,0.135,No,Low Risk
C101322,0.6,26-05-2026,0,7,0.135,No,Low Risk
C101323,1.2,15-06-2026,3,2,0.195,Yes,Medium Risk
C101324,0.4,19-06-2026,0,4,0.135,No,Low Risk
C101325,0.6,09-03-2026,1,5,0.16,Yes,Medium Risk
C101326,1,30-04-2026,0,13,0.135,Yes,Low Risk
C101327,1.1,28-06-2026,1,11,0.135,No,Medium Risk
C101328,0.7,07-06-2026,0,0,0.17,No,Low Risk
C101329,0.7,10-03-2026,1,10,0.16,No,Medium Risk
C101330,1.1,03-02-2026,2,13,0.185,No,Medium Risk
C101331,0.5,05-06-2026,1,8,0.135,No,Medium Risk
C101332,1.1,11-06-2026,1,0,0.17,No,Medium Risk
C101333,0.9,27-05-2026,3,14,0.16,No,Medium Risk
C101334,0.5,27-05-2026,1,9,0.135,No,Medium Risk
C101335,1,23-04-2026,0,8,0.135,Yes,Low Risk
C101336,0.8,25-03-2026,2,9,0.185,No,Medium Risk
C101337,0.6,28-05-2026,2,11,0.16,Yes,Medium Risk
C101338,1.1,28-04-2026,1,10,0.135,No,Medium Risk
C101339,0.9,10-05-2026,1,13,0.135,No,Medium Risk
C101340,0.7,14-06-2026,2,7,0.16,No,Medium Risk
C101341,1.2,08-06-2026,1,12,0.135,No,Medium Risk
C101342,1.4,27-06-2026,0,7,0.135,No,Low Risk
C101343,0.6,13-06-2026,1,11,0.135,Yes,Medium Risk
C101344,0.6,08-06-2026,1,9,0.135,No,Medium Risk
C101345,0.7,26-06-2026,3,2,0.195,No,Medium Risk
C101346,0.8,18-06-2026,1,9,0.135,No,Medium Risk
C101347,0.9,27-06-2026,2,11,0.16,No,Medium Risk
C101348,1.3,19-06-2026,0,8,0.135,No,Low Risk
C101349,1.2,24-06-2026,0,11,0.135,Yes,Low Risk
C101350,0.9,12-06-2026,3,11,0.16,No,Medium Risk
C101351,0.9,28-05-2026,2,7,0.16,No,Medium Risk
C101352,0.9,23-05-2026,0,11,0.135,Yes,Low Risk
C101353,0.8,31-05-2026,0,10,0.135,No,Low Risk
C101354,0.4,20-06-2026,1,1,0.17,No,Medium Risk
C101355,0.9,06-06-2026,0,5,0.135,No,Low Risk
C101356,1.1,19-06-2026,0,8,0.135,No,Low Risk
C101357,0.9,15-06-2026,0,8,0.135,No,Low Risk
C101358,0.6,18-06-2026,2,10,0.16,Yes,Medium Risk
C101359,1.1,28-02-2026,2,8,0.185,No,Medium Risk
C101360,0.8,22-06-2026,0,9,0.135,No,Low Risk
C101361,0.9,19-06-2026,3,13,0.16,No,Medium Risk
C101362,0.9,11-06-2026,1,5,0.135,No,Medium Risk
C101363,0.7,30-05-2026,1,8,0.135,No,Medium Risk
C101364,0.7,14-06-2026,0,14,0.135,No,Low Risk
C101365,0.8,02-05-2026,2,11,0.16,No,Medium Risk
C101366,0.9,11-06-2026,2,9,0.16,No,Medium Risk
C101367,0.7,07-03-2026,0,4,0.16,No,Low Risk
C101368,0.7,15-06-2026,0,7,0.135,No,Low Risk
C101369,0.3,06-03-2026,0,4,0.16,No,Low Risk
C101370,0.8,26-05-2026,0,10,0.135,No,Low Risk
C101371,0.7,25-05-2026,0,6,0.135,No,Low Risk
C101372,1.1,10-06-2026,1,9,0.135,No,Medium Risk
C101373,1.1,17-05-2026,0,16,0.135,No,Low Risk
C101374,0.8,25-04-2026,0,12,0.135,No,Low Risk
C101375,0.8,14-06-2026,1,11,0.135,No,Medium Risk
C101376,0.9,24-04-2026,0,8,0.135,No,Low Risk
C101377,0.4,29-05-2026,1,12,0.135,No,Medium Risk
C101378,0.5,26-05-2026,0,10,0.135,No,Low Risk
C101379,0.7,12-06-2026,1,7,0.135,No,Medium Risk
C101380,1.5,25-06-2026,1,5,0.135,No,Medium Risk
C101381,0.6,25-06-2026,2,9,0.16,No,Medium Risk
C101382,1.1,02-04-2026,0,13,0.135,No,Low Risk
C101383,1,22-06-2026,2,8,0.16,No,Medium Risk
C101384,0.9,19-05-2026,1,7,0.135,No,Medium Risk
C101385,1.1,16-06-2026,3,16,0.16,No,Medium Risk
C101386,1.1,30-05-2026,2,10,0.16,No,Medium Risk
C101387,0.9,20-06-2026,0,5,0.135,No,Low Risk
C101388,1,27-06-2026,2,15,0.16,No,Medium Risk
C101389,0.9,25-05-2026,0,7,0.135,No,Low Risk
C101390,0.4,30-03-2026,1,7,0.16,No,Medium Risk
C101391,0.9,18-05-2026,1,12,0.135,Yes,Medium Risk
C101392,1.4,23-06-2026,0,13,0.135,Yes,Low Risk
C101393,1,21-06-2026,0,7,0.135,Yes,Low Risk
C101394,0.7,14-05-2026,1,7,0.135,No,Medium Risk
C101395,1.2,24-06-2026,4,8,0.16,No,Medium Risk
C101396,0.7,28-02-2026,3,15,0.185,No,Medium Risk
C101397,0.4,16-05-2026,3,14,0.16,No,Medium Risk
C101398,0.7,23-05-2026,0,9,0.135,No,Low Risk
C101399,1.2,19-06-2026,0,15,0.135,No,Low Risk
C101400,0.8,21-06-2026,0,7,0.135,No,Low Risk
C101401,1.1,07-06-2026,2,9,0.16,No,Medium Risk
C101402,1.1,08-06-2026,3,18,0.16,No,Medium Risk
C101403,1,27-04-2026,0,14,0.135,No,Low Risk
C101404,1.4,20-06-2026,0,2,0.17,No,Low Risk
C101405,0.9,26-06-2026,0,14,0.135,No,Low Risk
C101406,0.9,03-06-2026,3,14,0.16,No,Medium Risk
C101407,0.6,26-05-2026,3,10,0.16,No,Medium Risk
C101408,1,09-06-2026,0,8,0.135,No,Low Risk
C101409,1.2,30-06-2026,0,14,0.135,No,Low Risk
C101410,0.6,13-06-2026,2,12,0.16,No,Medium Risk
C101411,0.7,10-03-2026,0,9,0.16,No,Low Risk
C101412,0.7,31-05-2026,0,15,0.135,No,Low Risk
C101413,0.9,30-06-2026,0,14,0.135,No,Low Risk
C101414,0.8,28-06-2026,0,9,0.135,No,Low Risk
C101415,0.3,09-01-2026,0,13,0.16,No,Low Risk
C101416,0.9,28-05-2026,3,3,0.195,No,Medium Risk
C101417,1,13-06-2026,0,7,0.135,No,Low Risk
C101418,1.4,10-06-2026,2,16,0.16,Yes,Medium Risk
C101419,1,08-06-2026,1,5,0.135,No,Medium Risk
C101420,0.7,27-05-2026,0,12,0.135,No,Low Risk
C101421,1.2,18-06-2026,1,12,0.135,No,Medium Risk
C101422,0.8,12-06-2026,1,7,0.135,No,Medium Risk
C101423,1.1,24-06-2026,1,15,0.135,No,Medium Risk
C101424,0.8,09-04-2026,1,9,0.135,No,Medium Risk
C101425,0.7,02-06-2026,2,6,0.16,No,Medium Risk
C101426,1.3,17-06-2026,2,10,0.16,No,Medium Risk
C101427,0.9,08-03-2026,1,5,0.16,No,Medium Risk
C101428,0.9,11-05-2026,1,13,0.135,No,Medium Risk
C101429,0.8,24-06-2026,1,3,0.17,Yes,Medium Risk
C101430,0.6,03-06-2026,1,8,0.135,No,Medium Risk
C101431,0.9,26-05-2026,0,10,0.135,No,Low Risk
C101432,1.3,29-05-2026,0,8,0.135,No,Low Risk
C101433,1.1,05-04-2026,0,10,0.135,No,Low Risk
C101434,1.1,29-05-2026,2,0,0.195,No,Medium Risk
C101435,0.7,13-05-2026,0,15,0.135,Yes,Low Risk
C101436,0.9,13-06-2026,3,8,0.16,No,Medium Risk
C101437,0.7,21-04-2026,1,10,0.135,No,Medium Risk
C101438,1.1,16-06-2026,1,9,0.135,No,Medium Risk
C101439,0.8,25-06-2026,2,17,0.16,Yes,Medium Risk
C101440,1.4,13-05-2026,1,8,0.135,No,Medium Risk
C101441,0.7,29-06-2026,1,8,0.135,No,Medium Risk
C101442,1.3,13-06-2026,1,12,0.135,No,Medium Risk
C101443,0.9,24-05-2026,1,7,0.135,No,Medium Risk
C101444,0.6,17-05-2026,0,8,0.135,No,Low Risk
C101445,0.9,28-06-2026,2,10,0.16,No,Medium Risk
C101446,0.6,05-05-2026,4,7,0.16,No,Medium Risk
C101447,1.1,29-06-2026,2,8,0.16,No,Medium Risk
C101448,0.8,22-06-2026,2,9,0.16,No,Medium Risk
C101449,0.8,15-06-2026,0,7,0.135,No,Low Risk
C101450,0.7,22-06-2026,0,6,0.135,No,Low Risk
C101451,0.4,23-06-2026,1,11,0.135,No,Medium Risk
C101452,0.9,11-06-2026,0,12,0.135,No,Low Risk
C101453,0.7,27-04-2026,0,0,0.17,No,Low Risk
C101454,0.4,04-04-2026,1,10,0.135,No,Medium Risk
C101455,1,30-06-2026,1,5,0.135,No,Medium Risk
C101456,0.6,23-04-2026,0,6,0.135,No,Low Risk
C101457,1.4,14-06-2026,0,13,0.135,No,Low Risk
C101458,0.8,25-06-2026,1,11,0.135,No,Medium Risk
C101459,1.2,18-06-2026,0,15,0.135,No,Low Risk
C101460,0.9,23-06-2026,1,14,0.135,No,Medium Risk
C101461,0.8,23-06-2026,2,13,0.16,No,Medium Risk
C101462,0.8,07-05-2026,2,12,0.16,No,Medium Risk
C101463,0.7,28-06-2026,1,8,0.135,No,Medium Risk
C101464,0.9,13-04-2026,0,8,0.135,No,Low Risk
C101465,0.9,18-06-2026,1,10,0.135,No,Medium Risk
C101466,1.3,14-04-2026,3,5,0.16,No,Medium Risk
C101467,0.6,22-02-2026,0,1,0.195,No,Low Risk
C101468,1,21-06-2026,2,14,0.16,No,Medium Risk
C101469,1,11-06-2026,0,13,0.135,No,Low Risk
C101470,1.3,30-06-2026,1,7,0.135,Yes,Medium Risk
C101471,0.9,24-06-2026,1,10,0.135,Yes,Medium Risk
C101472,0.6,09-05-2026,1,10,0.135,No,Medium Risk
C101473,0.8,22-06-2026,3,11,0.16,No,Medium Risk
C101474,0.7,04-06-2026,0,5,0.135,No,Low Risk
C101475,0.9,09-06-2026,0,14,0.135,No,Low Risk
C101476,0.8,03-05-2026,0,4,0.135,No,Low Risk
C101477,0.9,21-06-2026,1,10,0.135,No,Medium Risk
C101478,0.8,09-06-2026,1,8,0.135,No,Medium Risk
C101479,0.9,27-06-2026,0,11,0.135,No,Low Risk
C101480,1,24-04-2026,1,7,0.135,No,Medium Risk
C101481,0.8,16-05-2026,0,10,0.135,No,Low Risk
C101482,0.9,04-06-2026,1,9,0.135,No,Medium Risk
C101483,0.7,19-06-2026,2,12,0.16,No,Medium Risk
C101484,0.9,19-06-2026,1,14,0.135,No,Medium Risk
C101485,1.1,09-06-2026,0,13,0.135,No,Low Risk
C101486,0.7,20-05-2026,1,5,0.135,No,Medium Risk
C101487,0.6,07-05-2026,0,1,0.17,No,Low Risk
C101488,0.6,29-03-2026,1,6,0.16,No,Medium Risk
C101489,1.2,07-03-2026,1,12,0.16,No,Medium Risk
C101490,1.1,29-06-2026,0,9,0.135,Yes,Low Risk
C101491,0.9,10-06-2026,1,17,0.135,No,Medium Risk
C101492,0.8,16-06-2026,0,7,0.135,No,Low Risk
C101493,0.7,16-06-2026,0,8,0.135,No,Low Risk
C101494,1.1,25-02-2026,1,14,0.16,No,Medium Risk
C101495,1,29-04-2026,0,14,0.135,No,Low Risk
C101496,0.3,23-05-2026,1,4,0.135,No,Medium Risk
C101497,0.8,09-05-2026,2,12,0.16,No,Medium Risk
C101498,0.8,23-06-2026,0,12,0.135,No,Low Risk
C101499,1,28-06-2026,1,9,0.135,No,Medium Risk
C101500,0.6,28-04-2026,2,4,0.16,No,Medium Risk
C101501,0.9,05-02-2026,1,6,0.16,No,Medium Risk
C101502,1.5,22-06-2026,1,10,0.135,No,Medium Risk
C101503,0.9,18-06-2026,1,10,0.135,No,Medium Risk
C101504,0.8,28-04-2026,1,8,0.135,No,Medium Risk
C101505,1.3,28-06-2026,0,4,0.135,No,Low Risk
C101506,1.1,02-05-2026,0,9,0.135,No,Low Risk
C101507,1.2,14-06-2026,0,9,0.135,No,Low Risk
C101508,1.1,16-05-2026,0,5,0.135,Yes,Low Risk
C101509,1.1,04-06-2026,2,16,0.16,Yes,Medium Risk
C101510,0.8,08-06-2026,0,11,0.135,No,Low Risk
C101511,0.9,19-06-2026,1,12,0.135,No,Medium Risk
C101512,1.1,08-06-2026,1,12,0.135,Yes,Medium Risk
C101513,0.8,18-06-2026,2,12,0.16,No,Medium Risk
C101514,0.8,12-06-2026,0,5,0.135,No,Low Risk
C101515,1.1,29-06-2026,0,13,0.135,No,Low Risk
C101516,1.1,30-06-2026,1,10,0.135,No,Medium Risk
C101517,0.8,28-06-2026,0,10,0.135,No,Low Risk
C101518,1.1,23-06-2026,1,7,0.135,No,Medium Risk
C101519,1.2,19-06-2026,0,6,0.135,No,Low Risk
C101520,1.2,31-05-2026,2,10,0.16,No,Medium Risk
C101521,0.9,08-06-2026,0,5,0.135,No,Low Risk
C101522,0.8,21-06-2026,0,4,0.135,No,Low Risk
C101523,0.9,04-05-2026,1,7,0.135,Yes,Medium Risk
C101524,1.3,17-03-2026,0,8,0.16,No,Low Risk
C101525,0.9,09-06-2026,0,9,0.135,Yes,Low Risk
C101526,0.9,29-05-2026,1,11,0.135,No,Medium Risk
C101527,0.6,03-06-2026,2,9,0.16,Yes,Medium Risk
C101528,0.8,07-06-2026,0,9,0.135,No,Low Risk
C101529,1.2,11-06-2026,3,10,0.16,No,Medium Risk
C101530,0.8,29-05-2026,1,5,0.135,No,Medium Risk
C101531,1.2,26-06-2026,1,9,0.135,Yes,Medium Risk
C101532,0.8,29-06-2026,1,15,0.135,No,Medium Risk
C101533,0.7,18-05-2026,2,12,0.16,No,Medium Risk
C101534,1.2,17-05-2026,1,9,0.135,No,Medium Risk
C101535,0.6,20-06-2026,0,9,0.135,No,Low Risk
C101536,1.1,19-06-2026,0,7,0.135,No,Low Risk
C101537,1.1,30-06-2026,0,11,0.135,No,Low Risk
C101538,0.8,28-06-2026,0,15,0.135,Yes,Low Risk
C101539,0.9,03-05-2026,0,7,0.135,No,Low Risk
C101540,0.4,23-03-2026,0,2,0.195,No,Low Risk
C101541,0.6,22-04-2026,2,10,0.16,No,Medium Risk
C101542,0.6,14-05-2026,0,10,0.135,No,Low Risk
C101543,0.6,26-04-2026,0,11,0.135,No,Low Risk
C101544,0.9,18-06-2026,1,10,0.135,No,Medium Risk
C101545,0.8,16-06-2026,0,3,0.17,No,Low Risk
C101546,0.6,06-06-2026,1,10,0.135,No,Medium Risk
C101547,0.9,19-05-2026,2,15,0.16,No,Medium Risk
C101548,0.8,17-06-2026,0,12,0.135,Yes,Low Risk
C101549,0.6,01-03-2026,0,9,0.16,No,Low Risk
C101550,0.8,29-06-2026,1,6,0.135,No,Medium Risk
C101551,1.1,10-06-2026,0,14,0.135,Yes,Low Risk
C101552,0.5,05-05-2026,0,7,0.135,No,Low Risk
C101553,0.9,03-05-2026,0,11,0.135,No,Low Risk
C101554,0.6,29-04-2026,0,12,0.135,No,Low Risk
C101555,0.7,06-06-2026,1,5,0.135,No,Medium Risk
C101556,0.6,08-05-2026,1,0,0.17,No,Medium Risk
C101557,0.9,11-12-2025,0,9,0.16,No,Low Risk
C101558,0.9,31-05-2026,1,13,0.135,Yes,Medium Risk
C101559,0.8,24-05-2026,0,11,0.135,No,Low Risk
C101560,0.6,22-04-2026,1,11,0.135,No,Medium Risk
C101561,1.1,12-06-2026,1,10,0.135,No,Medium Risk
C101562,1.1,13-06-2026,1,14,0.135,No,Medium Risk
C101563,1.1,28-05-2026,1,8,0.135,No,Medium Risk
C101564,1,23-06-2026,0,3,0.17,No,Low Risk
C101565,0.6,15-06-2026,0,16,0.135,No,Low Risk
C101566,0.9,06-04-2026,1,9,0.135,No,Medium Risk
C101567,0.8,04-06-2026,0,14,0.135,No,Low Risk
C101568,0.9,29-06-2026,3,6,0.16,No,Medium Risk
C101569,0.2,22-05-2026,1,8,0.135,Yes,Medium Risk
C101570,0.5,27-04-2026,1,9,0.135,No,Medium Risk
C101571,0.7,22-05-2026,2,6,0.16,No,Medium Risk
C101572,0.6,22-02-2026,0,9,0.16,No,Low Risk
C101573,0.9,30-05-2026,0,6,0.135,No,Low Risk
C101574,1.3,11-06-2026,1,7,0.135,Yes,Medium Risk
C101575,1.1,14-06-2026,1,8,0.135,No,Medium Risk
C101576,0.9,10-06-2026,0,21,0.135,Yes,Low Risk
C101577,1.4,21-06-2026,1,10,0.135,No,Medium Risk
C101578,0.5,23-06-2026,1,7,0.135,No,Medium Risk
C101579,1.1,29-06-2026,2,11,0.16,Yes,Medium Risk
C101580,1,29-06-2026,1,10,0.135,No,Medium Risk
C101581,0.9,15-06-2026,0,10,0.135,Yes,Low Risk
C101582,0.8,30-05-2026,1,8,0.135,No,Medium Risk
C101583,0.9,15-06-2026,0,11,0.135,No,Low Risk
C101584,0.6,12-02-2026,2,12,0.185,No,Medium Risk
C101585,1.1,15-05-2026,0,11,0.135,No,Low Risk
C101586,0.8,28-05-2026,0,9,0.135,No,Low Risk
C101587,0.9,28-06-2026,0,7,0.135,No,Low Risk
C101588,0.8,18-06-2026,1,15,0.135,No,Medium Risk
C101589,0.7,14-06-2026,1,5,0.135,No,Medium Risk
C101590,0.6,28-06-2026,3,14,0.16,No,Medium Risk
C101591,1.2,19-06-2026,1,4,0.135,No,Medium Risk
C101592,0.9,07-05-2026,1,5,0.135,Yes,Medium Risk
C101593,1.2,27-06-2026,2,1,0.195,No,Medium Risk
C101594,0.7,29-06-2026,1,13,0.135,No,Medium Risk
C101595,0.9,03-06-2026,0,13,0.135,No,Low Risk
C101596,1.1,09-06-2026,1,5,0.135,No,Medium Risk
C101597,0.8,26-04-2026,2,14,0.16,No,Medium Risk
C101598,0.9,22-06-2026,0,3,0.17,No,Low Risk
C101599,0.6,26-04-2026,0,12,0.135,No,Low Risk
C101600,1.2,07-06-2026,0,10,0.135,No,Low Risk
C101601,0.8,13-06-2026,0,8,0.135,No,Low Risk
C101602,0.7,24-06-2026,1,4,0.135,No,Medium Risk
C101603,1.1,01-06-2026,1,15,0.135,Yes,Medium Risk
C101604,0.5,30-05-2026,1,6,0.135,No,Medium Risk
C101605,0.9,21-06-2026,6,9,0.16,No,Medium Risk
C101606,0.9,13-04-2026,0,13,0.135,No,Low Risk
C101607,1.3,10-06-2026,0,9,0.135,No,Low Risk
C101608,1.2,15-06-2026,1,10,0.135,No,Medium Risk
C101609,0.6,17-06-2026,3,3,0.195,Yes,Medium Risk
C101610,0.8,05-05-2026,0,5,0.135,No,Low Risk
C101611,1.1,20-06-2026,1,18,0.135,No,Medium Risk
C101612,0.7,28-05-2026,0,23,0.135,No,Low Risk
C101613,0.9,09-06-2026,0,15,0.135,Yes,Low Risk
C101614,1.2,23-04-2026,1,7,0.135,No,Medium Risk
C101615,1.1,27-05-2026,0,9,0.135,No,Low Risk
C101616,0.9,12-06-2026,2,7,0.16,No,Medium Risk
