customer_id,age,gender,city,occupation,annual_income,customer_since,state,income band
C101309,59,Male,Mumbai,Self Employed,830300,03-01-2024,Maharashtra,Upper-Middle
C100739,39,Male,Mumbai,Business Owner,829900,15-04-2025,Maharashtra,Upper-Middle
C101139,36,Male,Chennai,IT Professional,829700,07-09-2024,Tamil Nadu,Upper-Middle
C101119,33,Male,Bengaluru,Other,829500,03-07-2022,Karnataka,Upper-Middle
C104978,48,Female,Mumbai,Self Employed,829500,24-03-2024,Maharashtra,Upper-Middle
C101831,46,Female,Kolkata,Self Employed,828900,27-05-2025,West Bengal,Upper-Middle
C102215,32,Male,Kolkata,Government Employee,828700,11-03-2020,West Bengal,Upper-Middle
C100175,32,Female,Mumbai,IT Professional,827500,04-05-2021,Maharashtra,Upper-Middle
C101556,34,Male,Bengaluru,Student,827200,20-08-2024,Karnataka,Upper-Middle
C104133,30,Male,Mumbai,Government Employee,826400,03-05-2025,Maharashtra,Upper-Middle
C103012,21,Female,Bengaluru,Private Employee,826000,16-01-2024,Karnataka,Upper-Middle
C100579,24,Female,Bengaluru,Private Employee,825600,06-06-2022,Karnataka,Upper-Middle
C101721,32,Male,Delhi,Self Employed,825400,18-06-2025,Delhi,Upper-Middle
C102603,39,Female,Hyderabad,Student,825300,01-02-2022,Telangana,Upper-Middle
C103635,35,Male,Hyderabad,IT Professional,825300,10-01-2019,Telangana,Upper-Middle
C104623,46,Male,Jaipur,IT Professional,825300,26-07-2025,Rajasthan,Upper-Middle
C103101,41,Female,Jaipur,Private Employee,824800,13-05-2021,Rajasthan,Upper-Middle
C103816,24,Female,Hyderabad,Private Employee,824700,21-07-2024,Telangana,Upper-Middle
C101237,42,Male,Ahmedabad,Government Employee,824500,26-01-2020,Gujarat,Upper-Middle
C101514,28,Female,Bengaluru,IT Professional,824300,13-10-2025,Karnataka,Upper-Middle
C102352,28,Male,Ahmedabad,IT Professional,824000,29-01-2022,Gujarat,Upper-Middle
C103141,41,Female,Delhi,Other,824000,25-06-2025,Delhi,Upper-Middle
C101385,29,Male,Mumbai,Government Employee,823900,21-03-2025,Maharashtra,Upper-Middle
C104524,23,Female,Mumbai,Private Employee,823600,03-12-2021,Maharashtra,Upper-Middle
C101296,40,Male,Mumbai,Self Employed,823500,11-01-2020,Maharashtra,Upper-Middle
C103155,41,Male,Chennai,Private Employee,823400,24-12-2021,Tamil Nadu,Upper-Middle
C104883,33,Male,Jaipur,Student,823300,10-01-2020,Rajasthan,Upper-Middle
C102404,39,Female,Kolkata,Business Owner,823200,10-07-2023,West Bengal,Upper-Middle
C100931,38,Female,Delhi,Government Employee,823000,20-08-2023,Delhi,Upper-Middle
C100709,35,Male,Jaipur,Self Employed,822700,13-12-2024,Rajasthan,Upper-Middle
C104036,39,Male,Delhi,Student,822700,01-11-2019,Delhi,Upper-Middle
C103313,50,Female,Hyderabad,Private Employee,822600,11-04-2022,Telangana,Upper-Middle
C101788,34,Female,Jaipur,Other,821900,16-06-2024,Rajasthan,Upper-Middle
C102659,30,Female,Chennai,IT Professional,821500,28-02-2022,Tamil Nadu,Upper-Middle
C102340,21,Female,Delhi,Self Employed,821300,02-11-2021,Delhi,Upper-Middle
C104132,26,Female,Bengaluru,IT Professional,821100,02-09-2023,Karnataka,Upper-Middle
C101150,30,Male,Kolkata,IT Professional,820900,11-06-2023,West Bengal,Upper-Middle
C101780,34,Female,Ahmedabad,Private Employee,820800,13-10-2022,Gujarat,Upper-Middle
C104674,58,Male,Mumbai,IT Professional,820600,13-09-2023,Maharashtra,Upper-Middle
C100993,35,Male,Pune,IT Professional,820500,20-07-2020,Maharashtra,Upper-Middle
C101402,36,Female,Delhi,IT Professional,820500,29-12-2019,Delhi,Upper-Middle
C103390,31,Male,Mumbai,Student,820200,26-05-2022,Maharashtra,Upper-Middle
C102739,25,Female,Ahmedabad,Private Employee,820000,23-10-2020,Gujarat,Upper-Middle
C102726,29,Male,Mumbai,IT Professional,819900,15-05-2020,Maharashtra,Upper-Middle
C100745,28,Male,Bengaluru,Self Employed,819800,25-07-2025,Karnataka,Upper-Middle
C103216,35,Female,Kolkata,Private Employee,819100,21-10-2020,West Bengal,Upper-Middle
C100334,24,Male,Hyderabad,Private Employee,819000,05-02-2019,Telangana,Upper-Middle
C101426,49,Male,Bengaluru,Private Employee,818900,18-08-2023,Karnataka,Upper-Middle
C102191,39,Male,Bengaluru,Private Employee,818400,27-02-2021,Karnataka,Upper-Middle
C102238,33,Male,Hyderabad,Self Employed,818200,02-06-2023,Telangana,Upper-Middle
C102732,42,Male,Bengaluru,Private Employee,817800,18-08-2020,Karnataka,Upper-Middle
C104097,41,Female,Mumbai,Government Employee,817700,05-10-2020,Maharashtra,Upper-Middle
C101201,34,Female,Kolkata,IT Professional,817400,20-09-2024,West Bengal,Upper-Middle
C101274,35,Female,Mumbai,Self Employed,817300,21-07-2022,Maharashtra,Upper-Middle
C100778,44,Female,Mumbai,Student,816800,29-04-2020,Maharashtra,Upper-Middle
C101260,41,Male,Chennai,Private Employee,816400,19-12-2025,Tamil Nadu,Upper-Middle
C100766,39,Male,Bengaluru,IT Professional,816200,28-08-2022,Karnataka,Upper-Middle
C100578,45,Female,Chennai,Private Employee,815700,22-07-2019,Tamil Nadu,Upper-Middle
C100104,21,Female,Jaipur,Private Employee,815600,15-03-2021,Rajasthan,Upper-Middle
C100948,31,Male,Delhi,Private Employee,815500,15-02-2022,Delhi,Upper-Middle
C102234,50,Male,Mumbai,IT Professional,815300,04-07-2025,Maharashtra,Upper-Middle
C100630,40,Male,Mumbai,Private Employee,815100,08-12-2023,Maharashtra,Upper-Middle
C102323,34,Male,Bengaluru,IT Professional,814800,16-12-2024,Karnataka,Upper-Middle
C103781,33,Male,Pune,Student,814800,30-10-2020,Maharashtra,Upper-Middle
C104094,40,Female,Pune,Private Employee,814800,30-01-2024,Maharashtra,Upper-Middle
C102118,57,Female,Pune,Other,814600,27-06-2023,Maharashtra,Upper-Middle
C103245,38,Male,Delhi,IT Professional,814600,03-09-2025,Delhi,Upper-Middle
C103335,47,Male,Kolkata,Private Employee,814000,01-08-2023,West Bengal,Upper-Middle
C101528,38,Female,Mumbai,Other,813900,09-04-2023,Maharashtra,Upper-Middle
C101624,33,Female,Mumbai,Private Employee,813900,04-11-2024,Maharashtra,Upper-Middle
C104429,26,Female,Kolkata,Student,813900,05-09-2021,West Bengal,Upper-Middle
C100427,50,Male,Jaipur,Self Employed,813800,10-09-2022,Rajasthan,Upper-Middle
C103653,22,Male,Mumbai,Business Owner,813800,02-11-2022,Maharashtra,Upper-Middle
C100266,40,Male,Hyderabad,Government Employee,813300,03-05-2022,Telangana,Upper-Middle
C102880,43,Other,Pune,Government Employee,813100,24-04-2023,Maharashtra,Upper-Middle
C103089,40,Male,Mumbai,IT Professional,813000,20-04-2020,Maharashtra,Upper-Middle
C104231,48,Male,Bengaluru,Business Owner,812300,14-04-2023,Karnataka,Upper-Middle
C100984,26,Male,Kochi,Business Owner,812200,10-10-2021,Kerala,Upper-Middle
C104027,33,Male,Kochi,Other,811800,27-12-2022,Kerala,Upper-Middle
C103941,39,Female,Chennai,Other,811600,15-07-2019,Tamil Nadu,Upper-Middle
C104384,21,Male,Chennai,Private Employee,811600,26-01-2024,Tamil Nadu,Upper-Middle
C104190,48,Female,Jaipur,Government Employee,811300,06-07-2025,Rajasthan,Upper-Middle
C103194,28,Male,Delhi,Student,810600,30-12-2025,Delhi,Upper-Middle
C100748,23,Female,Mumbai,Government Employee,809500,03-12-2019,Maharashtra,Upper-Middle
C104478,35,Female,Bengaluru,Self Employed,809300,03-10-2019,Karnataka,Upper-Middle
C101621,35,Male,Hyderabad,Government Employee,809000,23-05-2021,Telangana,Upper-Middle
C102622,22,Male,Jaipur,Private Employee,808800,10-08-2025,Rajasthan,Upper-Middle
C101246,26,Female,Hyderabad,Other,808700,16-08-2025,Telangana,Upper-Middle
C100131,28,Male,Pune,Private Employee,808100,19-09-2023,Maharashtra,Upper-Middle
C104509,31,Male,Delhi,Private Employee,808000,06-07-2023,Delhi,Upper-Middle
C103898,40,Male,Mumbai,IT Professional,807900,14-09-2023,Maharashtra,Upper-Middle
C100869,34,Male,Chennai,Business Owner,807800,01-08-2023,Tamil Nadu,Upper-Middle
C100037,39,Female,Bengaluru,Government Employee,807600,23-01-2025,Karnataka,Upper-Middle
C103114,36,Male,Mumbai,IT Professional,807400,26-05-2024,Maharashtra,Upper-Middle
C100069,41,Male,Delhi,Private Employee,807300,13-10-2021,Delhi,Upper-Middle
C101195,45,Female,Bengaluru,IT Professional,806600,06-11-2021,Karnataka,Upper-Middle
C103156,33,Male,Bengaluru,IT Professional,806300,25-01-2019,Karnataka,Upper-Middle
C100487,24,Female,Pune,Business Owner,805900,29-11-2020,Maharashtra,Upper-Middle
C103659,43,Male,Chennai,Business Owner,805900,11-11-2020,Tamil Nadu,Upper-Middle
C100841,22,Male,Chennai,IT Professional,805700,29-01-2025,Tamil Nadu,Upper-Middle
C100329,26,Male,Delhi,Self Employed,805500,16-01-2024,Delhi,Upper-Middle
C102866,50,Female,Mumbai,Private Employee,805400,22-05-2024,Maharashtra,Upper-Middle
C102630,25,Male,Bengaluru,Private Employee,805300,09-10-2021,Karnataka,Upper-Middle
C101891,36,Female,Delhi,Government Employee,805200,17-06-2025,Delhi,Upper-Middle
C101378,28,Female,Pune,Private Employee,804900,06-02-2019,Maharashtra,Upper-Middle
C100657,41,Male,Chennai,Business Owner,804500,24-03-2020,Tamil Nadu,Upper-Middle
C101086,32,Female,Kolkata,Student,804400,16-01-2022,West Bengal,Upper-Middle
C101103,44,Male,Chennai,IT Professional,804300,03-07-2021,Tamil Nadu,Upper-Middle
C101649,37,Female,Mumbai,Student,804100,21-06-2021,Maharashtra,Upper-Middle
C100109,42,Female,Pune,Business Owner,804000,25-01-2023,Maharashtra,Upper-Middle
C102960,30,Female,Mumbai,Private Employee,803900,10-01-2020,Maharashtra,Upper-Middle
C101663,29,Male,Bengaluru,Private Employee,803800,03-10-2025,Karnataka,Upper-Middle
C100852,33,Female,Mumbai,Self Employed,803600,12-07-2020,Maharashtra,Upper-Middle
C101329,32,Female,Delhi,Other,803500,25-07-2021,Delhi,Upper-Middle
C102409,54,Female,Hyderabad,Private Employee,803500,16-10-2021,Telangana,Upper-Middle
C102278,41,Male,Bengaluru,IT Professional,803400,08-02-2019,Karnataka,Upper-Middle
C101934,24,Male,Chennai,IT Professional,803200,14-09-2021,Tamil Nadu,Upper-Middle
C103706,36,Male,Mumbai,Business Owner,803200,09-06-2021,Maharashtra,Upper-Middle
C103373,51,Male,Bengaluru,Government Employee,803000,03-11-2019,Karnataka,Upper-Middle
C103868,22,Male,Mumbai,IT Professional,803000,03-08-2021,Maharashtra,Upper-Middle
C103495,45,Male,Bengaluru,Self Employed,802300,10-11-2024,Karnataka,Upper-Middle
C100188,34,Male,Bengaluru,Self Employed,802000,03-05-2019,Karnataka,Upper-Middle
C100231,33,Female,Hyderabad,Self Employed,800900,28-03-2020,Telangana,Upper-Middle
C103628,35,Male,Chennai,Private Employee,800800,28-12-2023,Tamil Nadu,Upper-Middle
C104694,35,Male,Chennai,Private Employee,800600,17-08-2021,Tamil Nadu,Upper-Middle
C103161,29,Male,Ahmedabad,IT Professional,800500,03-11-2023,Gujarat,Upper-Middle
C103833,25,Male,Mumbai,IT Professional,800500,02-10-2024,Maharashtra,Upper-Middle
C100664,40,Female,Delhi,Private Employee,800400,10-01-2025,Delhi,Upper-Middle
C104845,21,Male,Mumbai,Government Employee,800200,16-08-2021,Maharashtra,Upper-Middle
C103667,44,Female,Kolkata,Other,799700,11-04-2025,West Bengal,Upper-Middle
C102802,40,Female,Hyderabad,Government Employee,799300,09-12-2019,Telangana,Upper-Middle
C102839,38,Female,Hyderabad,Business Owner,799300,10-10-2019,Telangana,Upper-Middle
C100654,36,Female,Kolkata,Private Employee,799000,15-11-2020,West Bengal,Upper-Middle
C100509,45,Male,Bengaluru,Government Employee,798800,25-09-2020,Karnataka,Upper-Middle
C100415,22,Male,Bengaluru,Private Employee,798700,16-07-2025,Karnataka,Upper-Middle
C101702,24,Female,Bengaluru,Student,798700,14-10-2024,Karnataka,Upper-Middle
C103694,37,Male,Pune,Private Employee,798600,19-09-2021,Maharashtra,Upper-Middle
C103145,37,Female,Bengaluru,Private Employee,798000,12-05-2022,Karnataka,Upper-Middle
C101134,31,Female,Delhi,Other,797300,17-11-2023,Delhi,Upper-Middle
C104357,46,Female,Bengaluru,Government Employee,797300,22-06-2021,Karnataka,Upper-Middle
C104971,41,Male,Mumbai,IT Professional,797300,22-02-2021,Maharashtra,Upper-Middle
C100847,43,Female,Pune,IT Professional,797200,24-12-2020,Maharashtra,Upper-Middle
C103281,42,Male,Delhi,Government Employee,797200,03-10-2023,Delhi,Upper-Middle
C103280,51,Male,Kolkata,Private Employee,797100,18-06-2023,West Bengal,Upper-Middle
C104069,26,Male,Bengaluru,IT Professional,797000,25-06-2020,Karnataka,Upper-Middle
C102841,40,Female,Chennai,Government Employee,796800,28-12-2019,Tamil Nadu,Upper-Middle
C102345,42,Female,Ahmedabad,Government Employee,796400,06-03-2025,Gujarat,Upper-Middle
C104973,36,Female,Delhi,Business Owner,796400,14-02-2019,Delhi,Upper-Middle
C102208,36,Male,Kolkata,IT Professional,795900,27-07-2023,West Bengal,Upper-Middle
C103647,44,Male,Bengaluru,Business Owner,795800,13-06-2021,Karnataka,Upper-Middle
C104743,21,Male,Hyderabad,Private Employee,795500,12-10-2021,Telangana,Upper-Middle
C101003,46,Other,Kochi,Self Employed,795400,10-04-2025,Kerala,Upper-Middle
C104115,35,Female,Pune,Self Employed,795300,28-01-2024,Maharashtra,Upper-Middle
C100733,39,Male,Delhi,Government Employee,794900,07-06-2020,Delhi,Upper-Middle
C102996,42,Male,Kochi,Student,794900,18-07-2021,Kerala,Upper-Middle
C100607,31,Male,Hyderabad,Business Owner,794400,17-07-2021,Telangana,Upper-Middle
C101679,27,Female,Bengaluru,Private Employee,794200,17-11-2024,Karnataka,Upper-Middle
C104106,37,Male,Ahmedabad,Government Employee,793800,14-02-2023,Gujarat,Upper-Middle
C104290,29,Female,Delhi,Government Employee,793500,01-02-2024,Delhi,Upper-Middle
C102306,27,Female,Pune,Self Employed,792800,14-05-2025,Maharashtra,Upper-Middle
C100829,36,Female,Bengaluru,IT Professional,792500,14-02-2024,Karnataka,Upper-Middle
C101240,33,Female,Ahmedabad,Business Owner,792400,17-05-2019,Gujarat,Upper-Middle
C103388,49,Male,Hyderabad,Other,792400,21-02-2022,Telangana,Upper-Middle
C101815,56,Male,Bengaluru,IT Professional,792100,10-09-2025,Karnataka,Upper-Middle
C101092,35,Female,Bengaluru,Government Employee,791900,01-07-2019,Karnataka,Upper-Middle
C100515,29,Male,Ahmedabad,Private Employee,791000,11-08-2021,Gujarat,Upper-Middle
C101855,33,Male,Pune,Self Employed,790700,10-10-2025,Maharashtra,Upper-Middle
C104354,23,Male,Hyderabad,Business Owner,790600,14-04-2024,Telangana,Upper-Middle
C100616,31,Other,Chennai,Private Employee,790500,13-01-2024,Tamil Nadu,Upper-Middle
C102631,45,Female,Delhi,IT Professional,789600,31-10-2020,Delhi,Upper-Middle
C104716,33,Male,Bengaluru,Private Employee,788500,09-02-2020,Karnataka,Upper-Middle
C104108,31,Female,Mumbai,Self Employed,788400,19-12-2020,Maharashtra,Upper-Middle
C103387,27,Male,Mumbai,Private Employee,788300,07-01-2022,Maharashtra,Upper-Middle
C103691,32,Female,Chennai,Student,788300,28-01-2021,Tamil Nadu,Upper-Middle
C104835,31,Female,Bengaluru,Government Employee,787700,31-10-2023,Karnataka,Upper-Middle
C103524,32,Male,Bengaluru,Private Employee,787600,01-10-2019,Karnataka,Upper-Middle
C100882,43,Male,Hyderabad,IT Professional,787500,24-05-2023,Telangana,Upper-Middle
C103165,46,Male,Chennai,IT Professional,787400,14-09-2019,Tamil Nadu,Upper-Middle
C102867,38,Male,Chennai,Private Employee,787100,04-12-2020,Tamil Nadu,Upper-Middle
C104860,34,Male,Delhi,Private Employee,786700,21-08-2020,Delhi,Upper-Middle
C104297,44,Female,Delhi,Self Employed,786600,23-10-2019,Delhi,Upper-Middle
C103319,31,Female,Kolkata,Government Employee,785900,10-05-2025,West Bengal,Upper-Middle
C100952,50,Male,Mumbai,Private Employee,785600,15-03-2024,Maharashtra,Upper-Middle
C104141,42,Male,Mumbai,Business Owner,785400,11-10-2020,Maharashtra,Upper-Middle
C103908,30,Male,Kolkata,IT Professional,785300,10-11-2020,West Bengal,Upper-Middle
C100330,43,Male,Hyderabad,Private Employee,785100,09-07-2021,Telangana,Upper-Middle
C103562,32,Female,Chennai,Private Employee,785100,05-07-2020,Tamil Nadu,Upper-Middle
C100169,55,Female,Kolkata,Private Employee,784100,29-11-2020,West Bengal,Upper-Middle
C101192,42,Male,Hyderabad,Other,783900,05-03-2023,Telangana,Upper-Middle
C101093,28,Female,Delhi,Self Employed,783600,21-11-2025,Delhi,Upper-Middle
C103008,51,Male,Chennai,Private Employee,783500,30-07-2024,Tamil Nadu,Upper-Middle
C100724,21,Male,Pune,Business Owner,782900,02-11-2020,Maharashtra,Upper-Middle
C103746,28,Female,Jaipur,Private Employee,782900,29-01-2021,Rajasthan,Upper-Middle
C102697,31,Female,Ahmedabad,Business Owner,782700,10-08-2024,Gujarat,Upper-Middle
C101282,32,Male,Hyderabad,Student,782400,14-11-2019,Telangana,Upper-Middle
C102270,38,Female,Kolkata,IT Professional,782100,27-09-2025,West Bengal,Upper-Middle
C103615,52,Female,Chennai,Business Owner,781700,02-11-2019,Tamil Nadu,Upper-Middle
C101726,28,Male,Delhi,Business Owner,781600,13-07-2024,Delhi,Upper-Middle
C103976,37,Male,Pune,Student,781300,28-08-2023,Maharashtra,Upper-Middle
C101806,21,Male,Chennai,Student,781200,28-05-2023,Tamil Nadu,Upper-Middle
C101333,31,Male,Bengaluru,Private Employee,781100,02-12-2023,Karnataka,Upper-Middle
C102133,41,Female,Chennai,Government Employee,781000,11-01-2025,Tamil Nadu,Upper-Middle
C103174,41,Female,Delhi,Student,781000,28-06-2021,Delhi,Upper-Middle
C103355,36,Female,Pune,IT Professional,780500,21-11-2024,Maharashtra,Upper-Middle
C104713,36,Female,Hyderabad,IT Professional,780500,29-08-2025,Telangana,Upper-Middle
C101803,28,Female,Chennai,Business Owner,780300,06-10-2021,Tamil Nadu,Upper-Middle
C101976,26,Male,Delhi,Student,780000,25-08-2025,Delhi,Upper-Middle
C103360,48,Male,Chennai,IT Professional,779800,25-08-2023,Tamil Nadu,Upper-Middle
C100496,37,Male,Mumbai,IT Professional,779600,18-12-2020,Maharashtra,Upper-Middle
C101935,44,Male,Kochi,Government Employee,779600,27-03-2023,Kerala,Upper-Middle
C101585,31,Female,Hyderabad,Business Owner,779500,06-09-2023,Telangana,Upper-Middle
C100128,26,Male,Hyderabad,Business Owner,779000,24-06-2020,Telangana,Upper-Middle
C102677,30,Male,Mumbai,Private Employee,778900,15-05-2025,Maharashtra,Upper-Middle
C100725,41,Male,Kolkata,IT Professional,778700,23-05-2024,West Bengal,Upper-Middle
C102762,46,Male,Bengaluru,Business Owner,778500,05-08-2023,Karnataka,Upper-Middle
C100085,42,Male,Delhi,Self Employed,778200,20-07-2024,Delhi,Upper-Middle
C102558,48,Male,Chennai,Student,778200,04-09-2025,Tamil Nadu,Upper-Middle
C104850,34,Female,Chennai,Private Employee,777800,26-12-2020,Tamil Nadu,Upper-Middle
C100727,39,Male,Bengaluru,IT Professional,777600,25-10-2021,Karnataka,Upper-Middle
C100674,32,Female,Delhi,IT Professional,777500,24-01-2020,Delhi,Upper-Middle
C103651,21,Female,Bengaluru,Government Employee,777500,03-10-2021,Karnataka,Upper-Middle
C102358,29,Male,Hyderabad,Private Employee,777300,13-04-2024,Telangana,Upper-Middle
C103032,51,Female,Jaipur,Private Employee,777300,28-02-2019,Rajasthan,Upper-Middle
C101105,30,Female,Jaipur,Student,776500,01-08-2022,Rajasthan,Upper-Middle
C101995,30,Male,Bengaluru,IT Professional,776400,24-09-2020,Karnataka,Upper-Middle
C104255,32,Male,Kolkata,IT Professional,776200,10-05-2023,West Bengal,Upper-Middle
C103771,30,Female,Chennai,Private Employee,776000,15-11-2024,Tamil Nadu,Upper-Middle
C103431,37,Male,Jaipur,Other,775900,30-04-2024,Rajasthan,Upper-Middle
C101428,35,Male,Mumbai,Private Employee,775400,10-06-2022,Maharashtra,Upper-Middle
C104885,26,Female,Mumbai,Private Employee,775000,14-11-2021,Maharashtra,Upper-Middle
C101950,36,Female,Bengaluru,IT Professional,774800,07-06-2025,Karnataka,Upper-Middle
C102502,39,Female,Bengaluru,Government Employee,774700,14-06-2021,Karnataka,Upper-Middle
C100217,47,Male,Mumbai,IT Professional,773500,23-05-2024,Maharashtra,Upper-Middle
C102387,42,Female,Mumbai,Private Employee,773500,06-02-2022,Maharashtra,Upper-Middle
C104340,47,Male,Bengaluru,IT Professional,773500,12-05-2025,Karnataka,Upper-Middle
C103969,21,Male,Bengaluru,Private Employee,773400,28-03-2019,Karnataka,Upper-Middle
C104531,43,Male,Kolkata,Government Employee,773400,13-10-2021,West Bengal,Upper-Middle
C104332,29,Male,Ahmedabad,Student,773300,22-04-2024,Gujarat,Upper-Middle
C100254,44,Female,Bengaluru,Business Owner,772800,04-12-2019,Karnataka,Upper-Middle
C100207,26,Male,Bengaluru,Private Employee,772300,27-05-2019,Karnataka,Upper-Middle
C101250,21,Female,Bengaluru,Private Employee,772300,06-09-2020,Karnataka,Upper-Middle
C101025,32,Male,Chennai,Private Employee,772100,12-10-2019,Tamil Nadu,Upper-Middle
C102105,22,Male,Delhi,IT Professional,771400,01-04-2020,Delhi,Upper-Middle
C102420,39,Male,Pune,Self Employed,771000,03-02-2020,Maharashtra,Upper-Middle
C101231,23,Male,Ahmedabad,Private Employee,770800,16-02-2021,Gujarat,Upper-Middle
C100119,45,Female,Chennai,Business Owner,770300,13-05-2021,Tamil Nadu,Upper-Middle
C100608,29,Female,Kochi,IT Professional,770100,29-07-2024,Kerala,Upper-Middle
C103980,32,Male,Mumbai,Business Owner,770000,04-12-2021,Maharashtra,Upper-Middle
C103733,28,Male,Delhi,IT Professional,769900,26-12-2020,Delhi,Upper-Middle
C104206,22,Female,Mumbai,IT Professional,769800,19-03-2024,Maharashtra,Upper-Middle
C101615,26,Female,Pune,Other,769000,18-06-2021,Maharashtra,Upper-Middle
C101438,49,Other,Chennai,IT Professional,768900,27-09-2025,Tamil Nadu,Upper-Middle
C100576,31,Female,Mumbai,Self Employed,768800,18-03-2022,Maharashtra,Upper-Middle
C104706,23,Male,Jaipur,Private Employee,768500,31-05-2023,Rajasthan,Upper-Middle
C102144,28,Male,Jaipur,IT Professional,768200,12-04-2025,Rajasthan,Upper-Middle
C104325,36,Female,Ahmedabad,Self Employed,768200,10-08-2025,Gujarat,Upper-Middle
C102360,31,Female,Bengaluru,Student,767500,15-08-2019,Karnataka,Upper-Middle
C103601,21,Female,Chennai,Government Employee,767200,11-05-2024,Tamil Nadu,Upper-Middle
C104870,44,Female,Hyderabad,Student,766900,28-12-2021,Telangana,Upper-Middle
C102541,31,Female,Kolkata,Business Owner,766800,31-08-2024,West Bengal,Upper-Middle
C103398,29,Female,Pune,Private Employee,766700,09-03-2020,Maharashtra,Upper-Middle
C104715,35,Male,Ahmedabad,Private Employee,766700,20-12-2022,Gujarat,Upper-Middle
C103195,28,Female,Pune,Self Employed,766300,06-08-2022,Maharashtra,Upper-Middle
C100640,41,Male,Ahmedabad,Government Employee,766200,09-02-2020,Gujarat,Upper-Middle
C100757,25,Female,Bengaluru,Other,766200,30-09-2020,Karnataka,Upper-Middle
C101466,33,Female,Hyderabad,Self Employed,765300,12-10-2019,Telangana,Upper-Middle
C102474,32,Male,Delhi,Self Employed,765300,27-09-2019,Delhi,Upper-Middle
C102660,47,Female,Ahmedabad,Private Employee,765300,10-08-2020,Gujarat,Upper-Middle
C103129,21,Female,Hyderabad,IT Professional,765000,08-09-2022,Telangana,Upper-Middle
C101468,27,Female,Mumbai,IT Professional,764300,01-02-2021,Maharashtra,Upper-Middle
C103850,34,Male,Mumbai,Business Owner,764100,17-09-2024,Maharashtra,Upper-Middle
C104326,43,Female,Hyderabad,Student,764100,12-05-2025,Telangana,Upper-Middle
C104853,39,Male,Chennai,Self Employed,763900,06-01-2025,Tamil Nadu,Upper-Middle
C104214,28,Female,Mumbai,Student,763700,20-08-2022,Maharashtra,Upper-Middle
C101609,27,Male,Bengaluru,Business Owner,763600,08-09-2019,Karnataka,Upper-Middle
C101879,41,Male,Mumbai,Student,763000,25-03-2022,Maharashtra,Upper-Middle
C103175,30,Male,Delhi,Private Employee,762900,07-07-2019,Delhi,Upper-Middle
C102376,55,Male,Delhi,Private Employee,762800,14-12-2021,Delhi,Upper-Middle
C103791,23,Female,Jaipur,Self Employed,762800,03-03-2022,Rajasthan,Upper-Middle
C100485,26,Male,Bengaluru,Business Owner,762700,27-09-2022,Karnataka,Upper-Middle
C103364,33,Male,Hyderabad,Self Employed,762500,26-10-2020,Telangana,Upper-Middle
C103473,42,Female,Pune,Private Employee,762400,07-07-2022,Maharashtra,Upper-Middle
C100083,33,Male,Pune,Private Employee,762200,29-09-2022,Maharashtra,Upper-Middle
C100899,24,Male,Delhi,IT Professional,762000,25-12-2020,Delhi,Upper-Middle
C101759,44,Male,Pune,Business Owner,761800,06-05-2019,Maharashtra,Upper-Middle
C104547,29,Female,Bengaluru,Private Employee,761600,11-05-2023,Karnataka,Upper-Middle
C103190,48,Female,Hyderabad,IT Professional,761500,02-11-2021,Telangana,Upper-Middle
C104464,35,Male,Jaipur,IT Professional,761100,06-04-2021,Rajasthan,Upper-Middle
C100358,33,Male,Mumbai,IT Professional,759900,27-10-2025,Maharashtra,Upper-Middle
C104989,21,Female,Hyderabad,IT Professional,759800,28-05-2019,Telangana,Upper-Middle
C103383,52,Female,Bengaluru,Business Owner,759700,03-05-2020,Karnataka,Upper-Middle
C104526,38,Female,Bengaluru,Government Employee,759700,26-01-2022,Karnataka,Upper-Middle
C100468,34,Female,Pune,Private Employee,759600,27-01-2022,Maharashtra,Upper-Middle
C101148,37,Male,Pune,IT Professional,759400,02-11-2022,Maharashtra,Upper-Middle
C101386,25,Female,Pune,IT Professional,759300,14-11-2019,Maharashtra,Upper-Middle
C102672,34,Female,Bengaluru,Private Employee,759300,12-06-2025,Karnataka,Upper-Middle
C102865,24,Male,Pune,Student,759000,07-12-2019,Maharashtra,Upper-Middle
C104893,21,Female,Mumbai,Private Employee,758600,09-06-2023,Maharashtra,Upper-Middle
C101912,22,Female,Kolkata,Self Employed,758500,22-08-2025,West Bengal,Upper-Middle
C104244,21,Female,Hyderabad,Student,758500,12-08-2023,Telangana,Upper-Middle
C103200,40,Male,Pune,Other,758400,10-05-2023,Maharashtra,Upper-Middle
C104826,33,Female,Bengaluru,Business Owner,757000,16-07-2023,Karnataka,Upper-Middle
C101235,55,Female,Delhi,Government Employee,756800,23-12-2023,Delhi,Upper-Middle
C104336,30,Male,Chennai,Government Employee,756600,30-12-2021,Tamil Nadu,Upper-Middle
C100137,33,Male,Kolkata,Private Employee,756500,25-09-2022,West Bengal,Upper-Middle
C104243,36,Male,Ahmedabad,IT Professional,756300,19-06-2021,Gujarat,Upper-Middle
C102704,39,Female,Ahmedabad,IT Professional,756200,28-04-2024,Gujarat,Upper-Middle
C102380,53,Female,Pune,Private Employee,756100,22-04-2024,Maharashtra,Upper-Middle
C101339,28,Male,Bengaluru,Self Employed,756000,12-11-2023,Karnataka,Upper-Middle
C100171,21,Female,Mumbai,IT Professional,755300,02-01-2019,Maharashtra,Upper-Middle
